cmtFileName,Number of Trucks,Coarsening Rate,Run Number,Solution Cost,Relative Cost,Solve Time
CMT01.xml,5,1,0,527.6748210713286,1.0058420942630306,3007.4229204654694
CMT01.xml,5,0.9,0,526.415999169388,1.0034425557450066,3007.984369277954
CMT01.xml,5,0.7,0,571.8602259374984,1.0900673375221563,3011.550731897354
CMT01.xml,5,0.5,0,599.0760144674585,1.141945472765404,3005.1863741874695
CMT01.xml,5,0.3,0,673.2843187527454,1.2833997040711107,24.647499561309814
CMT02.xml,10,1,0,885.2773192443967,1.0598823351344453,3005.3531353473663
CMT02.xml,10,0.9,0,898.1089494636382,1.0752447734401722,3004.869614839554
CMT02.xml,10,0.7,0,945.0323947649883,1.1314230236872211,3011.0444102287292
CMT02.xml,10,0.5,0,945.965207743419,1.1325398172346564,3011.1751782894135
