cmtFileName,Number of Nodes,Number of Trucks,Coarsening Rate,Run Number,Solution Cost,Relative Cost,Solve Time,D-Wave Problem ID,Real number of trucks
CMT01.xml,51,5,1,0,2402.3476394457143,4.579302032835276,45.31433606147766,4093ce1a-0da2-452b-bc64-fb4142c30913,9
CMT01.xml,51,5,0.9,0,2204.6183000116207,4.202394731346373,33.37172198295593,46b8424d-dccd-4057-b7b1-3532811176aa,8
CMT01.xml,51,5,0.7,0,1865.967231071784,3.5568655402523475,18.80651021003723,fdb6dd24-0f77-4863-a4f8-63087d28fd5a,8
CMT01.xml,51,5,0.5,0,1405.4588064919033,2.6790545481250896,11.470060110092163,755eb993-f7f2-4b32-9c63-73e78be643e1,7
CMT01.xml,51,5,0.3,0,976.3776382452119,1.8611494981895347,10.8064706325531,04f09fb4-786b-4b21-9318-02591acbd6c3,8
CMT01.xml,51,5,1,1,2402.3476394457143,4.579302032835276,44.35905981063843,4b27bd01-fdfa-4737-9086-46c887925485,7
CMT01.xml,51,5,1,2,2402.3476394457143,4.579302032835276,43.90521168708801,353ac0be-3d8c-4896-870e-401f165d4f3c,8
CMT01.xml,51,5,0.9,1,2204.6183000116207,4.202394731346373,34.245670557022095,24105dd9-166d-4625-8a02-8221bd6bce50,8
CMT01.xml,51,5,0.9,2,2204.6183000116207,4.202394731346373,31.381463289260864,11a72865-ce10-4be1-a245-08cfc99951f2,9
CMT01.xml,51,5,0.7,1,1865.967231071784,3.5568655402523475,19.036203384399414,51266305-4166-4c3d-b57e-651affd8d2d4,7
CMT01.xml,51,5,0.7,2,1865.967231071784,3.5568655402523475,26.984734296798706,bf587445-eaca-43e3-b388-494cc536ddba,7
CMT01.xml,51,5,0.5,1,1405.4588064919033,2.6790545481250896,14.096728324890137,d8bf8bff-77f6-44a8-b357-8ded2fce5376,7
CMT01.xml,51,5,0.5,2,1405.4588064919033,2.6790545481250896,13.528118371963501,19d3474a-7b2b-4461-907a-5a6fcdddb708,8
CMT01.xml,51,5,0.3,1,976.3776382452119,1.8611494981895347,11.870064973831177,830482fd-086c-4a36-883e-cf4a368f564b,8
CMT01.xml,51,5,0.3,2,976.3776382452119,1.8611494981895347,10.653191089630127,4878c28e-fb4c-48ce-aa20-a022f06fdd70,8
CMT02.xml,76,10,1,0,3630.856788462801,4.346977933173863,130.41836261749268,33db1a08-b8ad-46c1-9c2e-02b2bf4e9857,13
CMT02.xml,76,10,0.9,0,3326.4476556550535,3.9825295784008015,93.50303435325623,ac74fbe0-716f-4a91-bcc7-b50197807e9b,14
CMT02.xml,76,10,0.7,0,2843.9193744582058,3.4048312794318005,52.32408785820007,947dbc6c-6743-40fe-a390-e8cb8e25206e,15
CMT02.xml,76,10,0.5,0,2249.7596710326206,2.6934842696078114,24.456695079803467,0e7e1deb-a93b-424c-ba68-98600a8fa1d8,15
CMT02.xml,76,10,0.3,0,1453.6019286241192,1.740298743653616,12.909422397613525,f8fb04da-5d43-4eb0-a676-60574e60ba7c,14
CMT02.xml,76,10,1,1,3630.856788462801,4.346977933173863,130.74971294403076,6e5a5c38-462a-41b9-b18a-b6dd9acee0fe,15
CMT02.xml,76,10,1,2,3630.856788462801,4.346977933173863,132.78478693962097,b3a071b9-3ab9-43b6-b910-28e2ed80ab11,15
CMT02.xml,76,10,0.9,1,3326.4476556550535,3.9825295784008015,94.79653453826904,31ca3a3f-fbf7-40b5-835c-3885a4087a38,14
CMT02.xml,76,10,0.9,2,3326.4476556550535,3.9825295784008015,96.6741235256195,b27c6006-8659-4bee-9b57-d93bf047decc,15
CMT02.xml,76,10,0.7,1,2843.9193744582058,3.4048312794318005,52.546440839767456,a22ceb07-79d2-418b-9a4b-752879c28c3f,15
CMT02.xml,76,10,0.7,2,2843.9193744582058,3.4048312794318005,49.48673105239868,c470cb4f-c784-49bc-bb64-0d3647d9d2c8,15
CMT02.xml,76,10,0.5,1,2249.7596710326206,2.6934842696078114,24.287975788116455,4b2d66e0-30fd-44ab-99bf-145edd5fd9d1,14
CMT02.xml,76,10,0.5,2,2249.7596710326206,2.6934842696078114,25.490779161453247,5c2b5ffd-8f11-4220-bd70-4cb813d83f8f,13
CMT02.xml,76,10,0.3,1,1453.6019286241192,1.740298743653616,16.202603578567505,2c6ee0b9-aa3c-4026-9365-4917d7ff160e,14
CMT02.xml,76,10,0.3,2,1453.6019286241192,1.740298743653616,17.05985140800476,be75b1b9-0183-45a5-bed3-072b7e5dd34a,13
CMT03.xml,101,8,1,0,4989.4226212577205,6.039439588033167,340.31234216690063,03f5b069-5cfb-4600-9308-0f410929bb5b,10
CMT03.xml,101,8,0.9,0,4600.972765837347,5.5692410073805245,243.06221199035645,2a3dcd3e-d7d7-42a9-ae7a-a448d08a89c9,12
CMT03.xml,101,8,0.7,0,3802.95867471097,4.603285974182306,121.64697790145874,e471a34f-5889-42cc-b505-990e6b64e02b,11
CMT03.xml,101,8,0.5,0,2986.382465433753,3.6148624511992558,56.44270443916321,a6128361-98e8-47b0-92bf-1d30034e08d2,11
CMT03.xml,101,8,0.3,0,2132.433465505106,2.581201086383792,26.033520221710205,a7ba08c8-e4d0-4ade-b179-f83dc85f3d5c,11
CMT03.xml,101,8,1,1,4989.4226212577205,6.039439588033167,306.3053638935089,fc19d290-4a25-4d8e-99d2-9ff4da219b9a,12
CMT03.xml,101,8,1,2,4989.4226212577205,6.039439588033167,311.54627299308777,92378141-3157-4db7-b0df-36148a00cb06,11
CMT03.xml,101,8,0.9,1,4600.972765837347,5.5692410073805245,220.5369439125061,82ea4fa8-8515-4c73-9eb9-b15e416c673c,11
CMT03.xml,101,8,0.9,2,4600.972765837347,5.5692410073805245,219.3971312046051,36da9e25-ed89-456a-8f84-303c3abba946,12
CMT03.xml,101,8,0.7,1,3802.95867471097,4.603285974182306,104.88601207733154,067920c0-078f-499c-882d-a356eb8562f9,12
CMT03.xml,101,8,0.7,2,3802.95867471097,4.603285974182306,109.0246307849884,665679b8-5b1e-4556-90f3-a307567074ab,13
