cmtFileName,Number of Trucks,Coarsening Rate,Run Number,Solution Cost,Relative Cost,Solve Time,D-Wave Problem ID,Real number of trucks
CMT03.xml,8,1,0,4989.4226212577205,6.039439588033167,340.31234216690063,03f5b069-5cfb-4600-9308-0f410929bb5b,10
CMT03.xml,8,0.9,0,4600.972765837347,5.5692410073805245,243.06221199035645,2a3dcd3e-d7d7-42a9-ae7a-a448d08a89c9,12
CMT03.xml,8,0.7,0,3802.95867471097,4.603285974182306,121.64697790145874,e471a34f-5889-42cc-b505-990e6b64e02b,11
CMT03.xml,8,0.5,0,2986.382465433753,3.6148624511992558,56.44270443916321,a6128361-98e8-47b0-92bf-1d30034e08d2,11
CMT03.xml,8,0.3,0,2132.433465505106,2.581201086383792,26.033520221710205,a7ba08c8-e4d0-4ade-b179-f83dc85f3d5c,11
CMT04.xml,12,1,0,7360.5017683808865,7.157097069661117,1160.2900094985962,1a76acf6-7b88-4b3f-b585-d3d83774f3aa,16
CMT04.xml,12,0.9,0,6703.910222365277,6.518650184132238,843.0285968780518,65834e9d-c630-4dde-914f-6526e39a1534,17
CMT04.xml,12,0.7,0,5307.093638594146,5.160434101431464,398.63196086883545,5e8cbb7d-78e4-41de-8434-dbec7c0b3b72,17
CMT04.xml,12,0.5,0,4225.810695423317,4.10903200581797,177.2364161014557,fdbbd00b-c528-48ef-b317-4e6c5a0fb570,17
CMT04.xml,12,0.3,0,2807.4114186872803,2.7298296597569864,64.69471001625061,6a7f45d2-b93e-4c51-913a-5ec4a08fc56b,17
